race_id,race_url,place,tsTeam,tsTeam_url,point,wind,heat
832564,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832564/formatted/,1,Independence Bakersfield (CS),https://ca.milesplit.com/teams/17151-independence-bakersfield-cs,23,1+3+5+6+8  (9+12),1:30 1-5 Split | 13:52 Avg
832564,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832564/formatted/,2,Wasco (CS),https://ca.milesplit.com/teams/17865-wasco-cs,34,2+4+7+10+11  (13+14),2:00 1-5 Split | 14:19 Avg
832564,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832564/formatted/,1,Wasco (CS),https://ca.milesplit.com/teams/17865-wasco-cs,19,1+3+4+5+6  (8+10),0:32 1-5 Split | 12:46 Avg
832564,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832564/formatted/,2,Ridgeview (CS),https://ca.milesplit.com/teams/17573-ridgeview-cs,47,2+7+11+13+14  (15+17),2:48 1-5 Split | 14:08 Avg
832564,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832564/formatted/,3,West Bakersfield (CS),https://ca.milesplit.com/teams/17879-west-bakersfield-cs,74,9+12+16+18+19,2:34 1-5 Split | 15:06 Avg
832564,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832564/formatted/,1,Arvin (CS),https://ca.milesplit.com/teams/17944-arvin-cs,39,1+4+7+13+14  (23+24),4:16 1-5 Split | 20:33 Avg
832564,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832564/formatted/,2,North Bakersfield (CS),https://ca.milesplit.com/teams/17422-north-bakersfield-cs,48,3+6+8+15+16  (22),4:24 1-5 Split | 21:15 Avg
832564,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832564/formatted/,3,South Bakersfield (CS),https://ca.milesplit.com/teams/17719-south-bakersfield-cs,61,2+9+11+18+21,5:55 1-5 Split | 22:05 Avg
832564,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832564/formatted/,4,Ridgeview (CS),https://ca.milesplit.com/teams/17573-ridgeview-cs,63,5+10+12+17+19  (20),4:36 1-5 Split | 22:13 Avg
832563,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832563/formatted/,1,Wasco (CS),https://ca.milesplit.com/teams/17865-wasco-cs,24,1+3+5+7+8  (14+18),3:14 1-5 Split | 17:03 Avg
832563,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832563/formatted/,2,Heritage Oak School (CS),https://ca.milesplit.com/teams/40687-heritage-oak-school-cs,44,2+6+11+12+13  (15+19),4:45 1-5 Split | 18:44 Avg
832563,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832563/formatted/,3,Arvin (CS),https://ca.milesplit.com/teams/17944-arvin-cs,56,4+9+10+16+17,4:02 1-5 Split | 19:29 Avg
832563,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832563/formatted/,1,Independence Bakersfield (CS),https://ca.milesplit.com/teams/17151-independence-bakersfield-cs,25,1+2+3+9+10,4:42 1-5 Split | 17:48 Avg
832563,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832563/formatted/,2,Ridgeview (CS),https://ca.milesplit.com/teams/17573-ridgeview-cs,46,5+6+7+13+15,6:02 1-5 Split | 19:57 Avg
832563,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832563/formatted/,3,Arvin (CS),https://ca.milesplit.com/teams/17944-arvin-cs,49,4+8+11+12+14  (16),6:24 1-5 Split | 20:57 Avg
832563,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832563/formatted/,1,Independence Bakersfield (CS),https://ca.milesplit.com/teams/17151-independence-bakersfield-cs,27,1+2+4+7+13,8:06 1-5 Split | 24:08 Avg
832563,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832563/formatted/,2,Ridgeview (CS),https://ca.milesplit.com/teams/17573-ridgeview-cs,39,3+5+8+11+12,5:47 1-5 Split | 26:16 Avg
832563,https://ca.milesplit.com/meets/438347-independence-invitational-2022/results/832563/formatted/,3,Arvin (CS),https://ca.milesplit.com/teams/17944-arvin-cs,54,6+9+10+14+15  (16),5:31 1-5 Split | 27:56 Avg
