race_id,race_url,place,tsTeam,tsTeam_url,point,wind,heat
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,1,Kimball (John C) (SJ),https://ca.milesplit.com/teams/26174-kimball-john-c-sj,45,2+3+5+6+29  (52+94),1:11 1-5 Split | 12:49 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,2,El Dorado (SJ),https://ca.milesplit.com/teams/16979-el-dorado-sj,86,11+14+17+20+24  (40+60),0:24 1-5 Split | 13:10 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,3,Union Mine (SJ),https://ca.milesplit.com/teams/17814-union-mine-sj,103,4+8+9+32+50  (91+93),1:13 1-5 Split | 13:15 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,4,Sierra (SJ),https://ca.milesplit.com/teams/16134-sierra-sj,107,15+18+19+27+28  (33+49),0:28 1-5 Split | 13:19 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,5,St. Mary's (SJ),https://ca.milesplit.com/teams/17747-st-marys-sj,112,13+21+22+26+30  (39+42),0:30 1-5 Split | 13:20 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,6,Beyer (Fred C.) (SJ),https://ca.milesplit.com/teams/15209-beyer-fred-c-sj,117,1+10+12+46+48  (64+84),1:42 1-5 Split | 13:12 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,7,Christian Brothers (SJ),https://ca.milesplit.com/teams/16128-christian-brothers-sj,185,16+23+41+51+54  (61+65),1:03 1-5 Split | 13:41 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,8,Sonora (SJ),https://ca.milesplit.com/teams/17709-sonora-sj,227,25+31+38+56+77,1:33 1-5 Split | 13:58 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,9,Bret Harte (SJ),https://ca.milesplit.com/teams/16771-bret-harte-sj,237,35+36+45+58+63  (90),0:49 1-5 Split | 14:01 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,10,West Park (SJ),https://ca.milesplit.com/teams/51448-west-park-sj,310,44+57+67+69+73  (74+78),0:53 1-5 Split | 14:28 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,11,Rosemont (SJ),https://ca.milesplit.com/teams/17603-rosemont-sj,311,7+37+53+106+108,4:08 1-5 Split | 14:56 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,12,John Adams Academy- Roseville (SJ),https://ca.milesplit.com/teams/43956-john-adams-academy-roseville-sj,335,34+43+70+92+96  (103+112),2:15 1-5 Split | 14:42 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,13,Lincoln (SJ),https://ca.milesplit.com/teams/17247-lincoln-sj,373,62+66+71+86+88  (97+98),0:57 1-5 Split | 14:54 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,14,El Camino Fundamental (SJ),https://ca.milesplit.com/teams/16973-el-camino-fundamental-sj,383,47+81+83+85+87,1:26 1-5 Split | 14:59 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,15,Ripon,https://wi.milesplit.com/teams/14266-ripon,396,55+59+82+89+111,3:04 1-5 Split | 15:20 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,16,Colfax (SJ),https://ca.milesplit.com/teams/14680-colfax-sj,421,68+72+75+102+104,1:54 1-5 Split | 15:28 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,17,Leroy Greene Academy,https://ca.milesplit.com/teams/40644-leroy-greene-academy,489,79+80+95+117+118,7:17 1-5 Split | 17:48 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,18,Mira Loma (SJ),https://ca.milesplit.com/teams/17352-mira-loma-sj,492,76+99+100+107+110  (115),2:21 1-5 Split | 16:19 Avg
844756,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844756/formatted/,19,Wood (Will C.) (SJ),https://ca.milesplit.com/teams/17920-wood-will-c-sj,542,101+105+109+113+114  (116),2:27 1-5 Split | 17:28 Avg
844759,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844759/formatted/,1,Davis (SJ),https://ca.milesplit.com/teams/12155-davis-sj,15,1+2+3+4+5  (6+9),0:20 1-5 Split | 13:15 Avg
844759,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844759/formatted/,2,Whitney (SJ),https://ca.milesplit.com/teams/17902-whitney-sj,78,11+12+16+19+20  (36+49),0:37 1-5 Split | 14:09 Avg
844759,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844759/formatted/,3,Bella Vista (SJ),https://ca.milesplit.com/teams/17945-bella-vista-sj,115,14+15+26+28+32  (37+54),1:00 1-5 Split | 14:29 Avg
844759,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844759/formatted/,4,Jesuit (SJ),https://ca.milesplit.com/teams/17167-jesuit-sj,116,8+22+25+30+31  (47+48),1:06 1-5 Split | 14:32 Avg
844759,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844759/formatted/,5,Elk Grove (SJ),https://ca.milesplit.com/teams/16986-elk-grove-sj,143,17+24+27+35+40  (41+52),0:51 1-5 Split | 14:46 Avg
844759,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844759/formatted/,6,Lincoln - Stockton (SJ),https://ca.milesplit.com/teams/17246-lincoln-stockton-sj,166,18+21+33+39+55,1:09 1-5 Split | 14:53 Avg
844759,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844759/formatted/,7,Vista del Lago (SJ),https://ca.milesplit.com/teams/17857-vista-del-lago-sj,195,7+13+51+58+66,3:42 1-5 Split | 15:14 Avg
844759,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844759/formatted/,8,Franklin Elk Grove (SJ),https://ca.milesplit.com/teams/17034-franklin-elk-grove-sj,223,23+29+50+60+61  (63+68),1:49 1-5 Split | 15:27 Avg
844759,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844759/formatted/,9,Pitman (John H.) (SJ),https://ca.milesplit.com/teams/17171-pitman-john-h-sj,229,10+42+46+64+67,4:11 1-5 Split | 15:52 Avg
844759,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844759/formatted/,10,Del Oro (SJ),https://ca.milesplit.com/teams/16926-del-oro-sj,245,43+44+45+56+57,0:30 1-5 Split | 15:25 Avg
844759,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844759/formatted/,11,Christian Brothers (SJ),https://ca.milesplit.com/teams/16128-christian-brothers-sj,246,34+38+53+59+62  (65+69),1:39 1-5 Split | 15:39 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,1,Vista del Lago (SJ),https://ca.milesplit.com/teams/17857-vista-del-lago-sj,71,1+3+4+31+32  (38+48),2:23 1-5 Split | 14:19 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,2,Bella Vista (SJ),https://ca.milesplit.com/teams/17945-bella-vista-sj,88,11+15+16+20+26  (111+122),0:35 1-5 Split | 14:48 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,3,Davis (SJ),https://ca.milesplit.com/teams/12155-davis-sj,119,13+17+21+33+35  (39+44),0:52 1-5 Split | 15:04 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,4,Whitney (SJ),https://ca.milesplit.com/teams/17902-whitney-sj,171,8+9+40+51+63  (81+97),2:27 1-5 Split | 15:28 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,5,Franklin Elk Grove (SJ),https://ca.milesplit.com/teams/17034-franklin-elk-grove-sj,174,18+19+36+45+56  (59+60),1:38 1-5 Split | 15:34 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,6,Tahoe Truckee (NIAA),https://ca.milesplit.com/teams/17774-tahoe-truckee-niaa,184,7+10+27+66+74,2:55 1-5 Split | 15:31 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,7,Vacaville (SJ),https://ca.milesplit.com/teams/15854-vacaville-sj,208,2+22+23+72+89  (106),4:55 1-5 Split | 15:52 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,8,St. Francis (SJ),https://ca.milesplit.com/teams/17736-st-francis-sj,237,29+34+37+68+69  (73+83),1:43 1-5 Split | 16:00 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,9,Laguna Creek (SJ),https://ca.milesplit.com/teams/17217-laguna-creek-sj,246,6+24+64+65+87  (107+119),4:14 1-5 Split | 16:09 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,10,Lincoln - Stockton (SJ),https://ca.milesplit.com/teams/17246-lincoln-stockton-sj,284,43+53+54+55+79  (80+82),1:37 1-5 Split | 16:35 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,11,Patterson,https://ca.milesplit.com/teams/17510-patterson,291,5+25+50+95+116  (125),8:27 1-5 Split | 17:22 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,12,Lodi (SJ),https://ca.milesplit.com/teams/17259-lodi-sj,299,30+57+67+70+75  (77+86),1:59 1-5 Split | 16:34 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,13,River City (SJ),https://ca.milesplit.com/teams/16131-river-city-sj,319,14+42+71+93+99,4:37 1-5 Split | 17:09 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,14,McClatchy (C.K.) (SJ),https://ca.milesplit.com/teams/17319-mcclatchy-ck-sj,381,47+49+90+94+101  (112+114),3:29 1-5 Split | 17:53 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,15,Pitman (John H.) (SJ),https://ca.milesplit.com/teams/17171-pitman-john-h-sj,390,52+58+62+108+110  (123),4:10 1-5 Split | 18:05 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,16,River Valley (SJ),https://ca.milesplit.com/teams/17585-river-valley-sj,406,12+41+109+120+124,10:05 1-5 Split | 19:48 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,17,Sheldon (SJ),https://ca.milesplit.com/teams/17692-sheldon-sj,427,46+84+96+98+103,3:36 1-5 Split | 18:26 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,18,Tokay (SJ),https://ca.milesplit.com/teams/17795-tokay-sj,441,61+76+78+105+121,7:07 1-5 Split | 19:00 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,19,Tracy (SJ),https://ca.milesplit.com/teams/17798-tracy-sj,455,28+91+104+115+117,7:25 1-5 Split | 19:45 Avg
844757,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844757/formatted/,20,Johansen (Peter) (SJ),https://ca.milesplit.com/teams/17169-johansen-peter-sj,467,85+88+92+100+102  (113+118),1:24 1-5 Split | 18:55 Avg
844755,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844755/formatted/,1,El Dorado (SJ),https://ca.milesplit.com/teams/16979-el-dorado-sj,20,1+2+4+6+7  (11+16),1:18 1-5 Split | 14:57 Avg
844755,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844755/formatted/,2,West Park (SJ),https://ca.milesplit.com/teams/51448-west-park-sj,113,9+14+18+33+39  (53+63),1:52 1-5 Split | 16:44 Avg
844755,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844755/formatted/,3,Sierra (SJ),https://ca.milesplit.com/teams/16134-sierra-sj,118,12+22+24+26+34  (44),1:23 1-5 Split | 16:47 Avg
844755,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844755/formatted/,4,Bret Harte (SJ),https://ca.milesplit.com/teams/16771-bret-harte-sj,120,13+15+21+23+48  (52),2:18 1-5 Split | 16:48 Avg
844755,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844755/formatted/,5,Christian Brothers (SJ),https://ca.milesplit.com/teams/16128-christian-brothers-sj,125,19+20+25+30+31  (57+64),0:43 1-5 Split | 16:46 Avg
844755,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844755/formatted/,6,Roseville (SJ),https://ca.milesplit.com/teams/14673-roseville-sj,145,10+27+28+37+43  (66),2:09 1-5 Split | 17:08 Avg
844755,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844755/formatted/,7,Del Campo (SJ),https://ca.milesplit.com/teams/12174-del-campo-sj,161,3+29+32+38+59  (67),5:07 1-5 Split | 17:20 Avg
844755,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844755/formatted/,8,Union Mine (SJ),https://ca.milesplit.com/teams/17814-union-mine-sj,173,8+35+36+45+49  (51),2:58 1-5 Split | 17:30 Avg
844755,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844755/formatted/,9,Kimball (John C) (SJ),https://ca.milesplit.com/teams/26174-kimball-john-c-sj,210,17+42+46+47+58,3:23 1-5 Split | 18:12 Avg
844755,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844755/formatted/,10,Placer (SJ),https://ca.milesplit.com/teams/16130-placer-sj,217,5+40+54+56+62,5:11 1-5 Split | 18:23 Avg
844755,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844755/formatted/,11,Mira Loma (SJ),https://ca.milesplit.com/teams/17352-mira-loma-sj,267,41+50+55+60+61  (65),1:59 1-5 Split | 19:11 Avg
844770,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844770/formatted/,1,Whitney (SJ),https://ca.milesplit.com/teams/17902-whitney-sj,25,1+2+6+7+9  (12+27),0:56 1-5 Split | 12:31 Avg
844770,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844770/formatted/,2,Vacaville (SJ),https://ca.milesplit.com/teams/15854-vacaville-sj,41,3+4+5+10+19  (35+40),1:12 1-5 Split | 12:43 Avg
844770,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844770/formatted/,3,Davis (SJ),https://ca.milesplit.com/teams/12155-davis-sj,76,11+14+16+17+18  (22+24),0:26 1-5 Split | 13:20 Avg
844770,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844770/formatted/,4,Jesuit (SJ),https://ca.milesplit.com/teams/17167-jesuit-sj,97,8+13+20+26+30  (36+37),1:18 1-5 Split | 13:37 Avg
844770,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844770/formatted/,5,Bella Vista (SJ),https://ca.milesplit.com/teams/17945-bella-vista-sj,159,15+31+33+38+42,1:31 1-5 Split | 14:17 Avg
844770,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844770/formatted/,6,Pitman (John H.) (SJ),https://ca.milesplit.com/teams/17171-pitman-john-h-sj,182,25+29+39+44+45,1:17 1-5 Split | 14:39 Avg
844770,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844770/formatted/,7,Del Campo (SJ),https://ca.milesplit.com/teams/12174-del-campo-sj,191,28+32+41+43+47  (56),1:20 1-5 Split | 14:46 Avg
844770,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844770/formatted/,8,Mira Loma (SJ),https://ca.milesplit.com/teams/17352-mira-loma-sj,206,21+23+48+53+61,4:38 1-5 Split | 15:32 Avg
844770,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844770/formatted/,9,Christian Brothers (SJ),https://ca.milesplit.com/teams/16128-christian-brothers-sj,248,34+51+52+54+57  (58+66),2:44 1-5 Split | 16:00 Avg
844770,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844770/formatted/,10,Patterson,https://ca.milesplit.com/teams/17510-patterson,270,46+50+55+59+60,2:36 1-5 Split | 16:50 Avg
844770,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844770/formatted/,11,Vacaville Christian Academy (SJ),https://ca.milesplit.com/teams/17824-vacaville-christian-academy-sj,303,49+62+63+64+65,9:24 1-5 Split | 20:51 Avg
844765,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844765/formatted/,1,Davis (SJ),https://ca.milesplit.com/teams/12155-davis-sj,33,2+5+6+9+11  (15+22),1:04 1-5 Split | 16:21 Avg
844765,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844765/formatted/,2,St. Francis (SJ),https://ca.milesplit.com/teams/17736-st-francis-sj,47,4+8+10+12+13  (14+30),1:02 1-5 Split | 16:43 Avg
844765,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844765/formatted/,3,Ponderosa (SJ),https://ca.milesplit.com/teams/14686-ponderosa-sj,85,3+17+18+20+27  (32+33),3:09 1-5 Split | 17:31 Avg
844765,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844765/formatted/,4,Lodi (SJ),https://ca.milesplit.com/teams/17259-lodi-sj,102,7+16+23+25+31  (36),3:26 1-5 Split | 18:04 Avg
844765,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844765/formatted/,5,Bella Vista (SJ),https://ca.milesplit.com/teams/17945-bella-vista-sj,104,1+19+21+26+37,15:55 1-5 Split | 20:12 Avg
844765,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844765/formatted/,6,Pitman (John H.) (SJ),https://ca.milesplit.com/teams/17171-pitman-john-h-sj,150,24+28+29+34+35,4:13 1-5 Split | 20:18 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,1,Whitney (SJ),https://ca.milesplit.com/teams/17902-whitney-sj,73,3+6+16+20+28  (112),1:20 1-5 Split | 16:59 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,2,Jesuit (SJ),https://ca.milesplit.com/teams/17167-jesuit-sj,97,5+12+13+24+43  (50+71),1:39 1-5 Split | 17:11 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,3,Davis (SJ),https://ca.milesplit.com/teams/12155-davis-sj,115,1+14+15+33+52  (65+66),2:46 1-5 Split | 17:11 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,4,Ponderosa (SJ),https://ca.milesplit.com/teams/14686-ponderosa-sj,130,2+8+35+39+46  (55+67),2:29 1-5 Split | 17:22 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,5,Lincoln - Stockton (SJ),https://ca.milesplit.com/teams/17246-lincoln-stockton-sj,148,11+19+36+38+44  (56),1:18 1-5 Split | 17:40 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,6,Vacaville (SJ),https://ca.milesplit.com/teams/15854-vacaville-sj,177,21+22+23+37+74,1:47 1-5 Split | 17:54 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,7,Galena High School,https://nv.milesplit.com/teams/14513-galena-high-school,197,18+27+41+42+69  (83+103),1:57 1-5 Split | 18:02 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,8,McClatchy (C.K.) (SJ),https://ca.milesplit.com/teams/17319-mcclatchy-ck-sj,219,7+10+34+81+87  (90+108),3:03 1-5 Split | 18:05 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,9,Carson High School,https://nv.milesplit.com/teams/15218-carson-high-school,303,25+45+47+59+127  (145+151),3:47 1-5 Split | 18:49 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,10,Laguna Creek (SJ),https://ca.milesplit.com/teams/17217-laguna-creek-sj,319,26+48+57+93+95  (129+168),2:14 1-5 Split | 18:52 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,11,Pitman (John H.) (SJ),https://ca.milesplit.com/teams/17171-pitman-john-h-sj,328,53+58+62+77+78  (85+86),0:51 1-5 Split | 18:56 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,12,Franklin Elk Grove (SJ),https://ca.milesplit.com/teams/17034-franklin-elk-grove-sj,343,51+60+63+68+101  (147+156),1:50 1-5 Split | 19:04 Avg
844761,https://ca.milesplit.com/meets/459604-tom-laythe-invitational-2022/results/844761/formatted/,13,Reno High School,https://nv.milesplit.com/teams/18755-reno-high-school,364,4+17+94+124+125  (146+157),4:50 1-5 Split | 19:09 Avg
