race_url,error
https://ca.milesplit.com/meets/504314-mcal-cross-country-championships-2022-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/504314-mcal-cross-country-championships-2022-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/504314-mcal-cross-country-championships-2022-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/498618-nyl-championships-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/498618-nyl-championships-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/498618-nyl-championships-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/488517-cif-san-diego-section-championships-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/488517-cif-san-diego-section-championships-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/488517-cif-san-diego-section-championships-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/499948-cif-ss-division-prelims-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/499948-cif-ss-division-prelims-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/499948-cif-ss-division-prelims-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/508290-ccaa-mountain-ocean-league-championships-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/508290-ccaa-mountain-ocean-league-championships-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/508290-ccaa-mountain-ocean-league-championships-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/507228-west-sierra-league-championship-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/507228-west-sierra-league-championship-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/507228-west-sierra-league-championship-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/507220-aaa-league-meet-11-wal-kipburgal-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/507220-aaa-league-meet-11-wal-kipburgal-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/507220-aaa-league-meet-11-wal-kipburgal-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/507222-north-west-sequoia-championships-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/507222-north-west-sequoia-championships-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/507222-north-west-sequoia-championships-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/498609-wyl-xc-championship-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/498609-wyl-xc-championship-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/498609-wyl-xc-championship-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/507219-aaa-league-meet-10-wasica-sfibal-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/507219-aaa-league-meet-10-wasica-sfibal-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/507219-aaa-league-meet-10-wasica-sfibal-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/507235-trac-xc-league-championships-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/507235-trac-xc-league-championships-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/507235-trac-xc-league-championships-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/507224-aaa-league-meet-12-acalowlin-mis-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/507224-aaa-league-meet-12-acalowlin-mis-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/507224-aaa-league-meet-12-acalowlin-mis-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/498610-bval-championships-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/498610-bval-championships-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/498610-bval-championships-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/495506-ebal-championship-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/495506-ebal-championship-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/495506-ebal-championship-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/507960-golden-state-ac-cross-country-championships-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/507960-golden-state-ac-cross-country-championships-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/507960-golden-state-ac-cross-country-championships-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/498595-grossmont-conference-finals-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/498595-grossmont-conference-finals-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/498595-grossmont-conference-finals-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/507214-hdn-league-championships-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/507214-hdn-league-championships-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/507214-hdn-league-championships-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/498596-ivl-3-league-finals-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/498596-ivl-3-league-finals-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/498596-ivl-3-league-finals-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/508417-oakland-all-city-xc-championships-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/508417-oakland-all-city-xc-championships-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/508417-oakland-all-city-xc-championships-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/498620-oakland-city-finals-2022/results,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://ca.milesplit.com/meets/498620-oakland-city-finals-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/498620-oakland-city-finals-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/498754-cif-oakland-section-finals-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/498754-cif-oakland-section-finals-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/498754-cif-oakland-section-finals-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496844-western-league-cluster-2-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496844-western-league-cluster-2-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496844-western-league-cluster-2-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/504479-basac-meet-2-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/504479-basac-meet-2-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/504479-basac-meet-2-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496608-capitals-invitational-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496608-capitals-invitational-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496608-capitals-invitational-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496610-ccal-2-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496610-ccal-2-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496610-ccal-2-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496612-ccc2-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496612-ccc2-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496612-ccc2-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496883-sierra-pacific-golden-bear-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496883-sierra-pacific-golden-bear-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496883-sierra-pacific-golden-bear-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496887-west-valley-coed-invite-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496887-west-valley-coed-invite-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496887-west-valley-coed-invite-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496826-bernstein-vs-rfk-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496826-bernstein-vs-rfk-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496826-bernstein-vs-rfk-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496616-eastern-league-cluster-meet-2-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496616-eastern-league-cluster-meet-2-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496616-eastern-league-cluster-meet-2-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496620-eyl-cluster-1-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496620-eyl-cluster-1-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496620-eyl-cluster-1-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/493917-freeway-league-cluster-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/493917-freeway-league-cluster-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/493917-freeway-league-cluster-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496624-hdn-league-meet-fortuna-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496624-hdn-league-meet-fortuna-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496624-hdn-league-meet-fortuna-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496625-metro-league-meet-1-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496625-metro-league-meet-1-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496625-metro-league-meet-1-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496840-ocean-league-meet-1-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496840-ocean-league-meet-1-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496840-ocean-league-meet-1-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/504882-stal-east-3-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/504882-stal-east-3-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/504882-stal-east-3-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/504649-valhalla-monte-vista-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/504649-valhalla-monte-vista-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/504649-valhalla-monte-vista-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/504438-sunkist-league-meet-3-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/504438-sunkist-league-meet-3-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/504438-sunkist-league-meet-3-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496820-svc-league-meet-2-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496820-svc-league-meet-2-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496820-svc-league-meet-2-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/503211-twilight-invite-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/503211-twilight-invite-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/503211-twilight-invite-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496825-vol-2-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496825-vol-2-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496825-vol-2-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/503486-wbal-1-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/503486-wbal-1-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/503486-wbal-1-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496613-del-oro-foothill-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496613-del-oro-foothill-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496613-del-oro-foothill-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/494287-dsl-cluster-silverado-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/494287-dsl-cluster-silverado-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/494287-dsl-cluster-silverado-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496614-east-sequoia-conference-meet-2-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496614-east-sequoia-conference-meet-2-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496614-east-sequoia-conference-meet-2-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/486899-golden-west-league-cluster2-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/486899-golden-west-league-cluster2-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/486899-golden-west-league-cluster2-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/504349-pcl-cluster-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/504349-pcl-cluster-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/504349-pcl-cluster-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496606-scval-2-crystal-springs-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496606-scval-2-crystal-springs-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496606-scval-2-crystal-springs-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/496603-rctc-xc-classic-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/496603-rctc-xc-classic-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/496603-rctc-xc-classic-2022/results"", waiting until ""load""
"
https://ca.milesplit.com/meets/503732-shockwaves-xc-invitational-1-2022/results,"Page.goto: net::ERR_INTERNET_DISCONNECTED at https://ca.milesplit.com/meets/503732-shockwaves-xc-invitational-1-2022/results
Call log:
  - navigating to ""https://ca.milesplit.com/meets/503732-shockwaves-xc-invitational-1-2022/results"", waiting until ""load""
"
