race_url,race
https://id.milesplit.com/meets/147530-bob-firman-invitational-2013/results/262554/formatted/,D1 Boys
https://id.milesplit.com/meets/147530-bob-firman-invitational-2013/results/262566/formatted/,D1 Girls
https://id.milesplit.com/meets/147530-bob-firman-invitational-2013/results/262552/formatted/,D2 Boys
https://id.milesplit.com/meets/147530-bob-firman-invitational-2013/results/262467/formatted/,Elite Boys
https://id.milesplit.com/meets/147530-bob-firman-invitational-2013/results/262468/formatted/,Elite Girls
https://id.milesplit.com/meets/147530-bob-firman-invitational-2013/results/262551/formatted/,Freshman Boys
https://id.milesplit.com/meets/147530-bob-firman-invitational-2013/results/262559/formatted/,Freshman Girls
https://ca.milesplit.com/meets/152737-bret-harte-frogtown-invitational-2013/results/262777/formatted/,Boys Results
https://ca.milesplit.com/meets/152737-bret-harte-frogtown-invitational-2013/results/262778/formatted/,Girls Results
https://ca.milesplit.com/meets/152730-de-la-sallecarondelet-nike-cc-invitational-2013/results/279926/formatted/,Frosh/Soph Boys
https://ca.milesplit.com/meets/152730-de-la-sallecarondelet-nike-cc-invitational-2013/results/279928/formatted/,Junior Varsity Girls
https://ca.milesplit.com/meets/152730-de-la-sallecarondelet-nike-cc-invitational-2013/results/282031/formatted/,Varsity Boys (2.75 miles - rain
https://ca.milesplit.com/meets/152730-de-la-sallecarondelet-nike-cc-invitational-2013/results/262759/formatted/,Varsity Girls
https://nv.milesplit.com/meets/152668-falcon-invitational-2013/results/262469/formatted/,Boys Results
https://nv.milesplit.com/meets/152668-falcon-invitational-2013/results/262470/formatted/,Girls Results
https://ca.milesplit.com/meets/153103-golden-eagleclovis-west-invitational-2013/results/263822/formatted/,Fresh/Soph Boys
https://ca.milesplit.com/meets/153103-golden-eagleclovis-west-invitational-2013/results/263823/formatted/,Fresh/Soph Girls
https://ca.milesplit.com/meets/153103-golden-eagleclovis-west-invitational-2013/results/263824/formatted/,JV Boys
https://ca.milesplit.com/meets/153103-golden-eagleclovis-west-invitational-2013/results/263821/formatted/,Varsity Boys
https://ca.milesplit.com/meets/153103-golden-eagleclovis-west-invitational-2013/results/263820/formatted/,Varsity Girls
https://ca.milesplit.com/meets/153102-mt-whitney-invitational-2013/results/263812/formatted/,Fresh/Soph Boys
https://ca.milesplit.com/meets/153102-mt-whitney-invitational-2013/results/263815/formatted/,Fresh/Soph Girls
https://ca.milesplit.com/meets/153102-mt-whitney-invitational-2013/results/263811/formatted/,JV Boys
https://ca.milesplit.com/meets/153102-mt-whitney-invitational-2013/results/263814/formatted/,JV Girls
https://ca.milesplit.com/meets/153102-mt-whitney-invitational-2013/results/263810/formatted/,Varsity Boys
https://ca.milesplit.com/meets/153102-mt-whitney-invitational-2013/results/263813/formatted/,Varsity Girls
https://ca.milesplit.com/meets/152991-foothill-league-meet-1-2013/results/263462/formatted/,Fresh/Soph Boys
https://ca.milesplit.com/meets/152991-foothill-league-meet-1-2013/results/263463/formatted/,Fresh/Soph Girls
https://ca.milesplit.com/meets/152991-foothill-league-meet-1-2013/results/263459/formatted/,JV Boys
