date,name,location,photos,videos,href_url,paginated_url,year,month,season,level,page
8/29,Golden State Throwers - End of Summer Throws Meet,"Herald, CA",,,https://ca.milesplit.com/meets/393480-golden-state-throwers-end-of-summer-throws-meet-2020/results,https://ca.milesplit.com/results/?year=2020&month=8&season=outdoor&level=hs&page=1,2020,8,outdoor,hs,1
"8/12
8/15",The 5k Friendly: A Time Trial Series,"Larkspur, CA",,,https://ca.milesplit.com/meets/391866-the-5k-friendly-a-time-trial-series-2020/results,https://ca.milesplit.com/results/?year=2020&month=8&season=outdoor&level=hs&page=1,2020,8,outdoor,hs,1
8/8,Golden State Throwers - Last Chance Meet,"Herald, CA",,,https://ca.milesplit.com/meets/407531-2020-golden-state-throwers-last-chance-meet-2020/results,https://ca.milesplit.com/results/?year=2020&month=8&season=outdoor&level=hs&page=1,2020,8,outdoor,hs,1
"8/5
8/8",AAU Junior Olympics Games,"Satellite Beach, FL",,,https://www.milesplit.com/meets/389725-aau-junior-olympics-games-2020/results,https://ca.milesplit.com/results/?year=2020&month=8&season=outdoor&level=hs&page=1,2020,8,outdoor,hs,1
8/5,All Comers at the Ranch,"Hilmar, CA",,,https://ca.milesplit.com/meets/391403-all-comers-at-the-ranch-2020/results,https://ca.milesplit.com/results/?year=2020&month=8&season=outdoor&level=hs&page=1,2020,8,outdoor,hs,1
8/1,Test Meet,"Mission Viejo, CA",,,https://ca.milesplit.com/meets/391402-test-meet-2020/results,https://ca.milesplit.com/results/?year=2020&month=8&season=outdoor&level=hs&page=1,2020,8,outdoor,hs,1
9/26,The Master's University  Invitational,"Santa Clarita, CA",,,https://ca.milesplit.com/meets/393837-the-masters-university-xc-invitational-2020/results,https://ca.milesplit.com/results/?year=2020&month=9&season=outdoor&level=hs&page=1,2020,9,outdoor,hs,1
9/5,Newark Memorial TT2,"Newark, CA",,,https://ca.milesplit.com/meets/394247-1600-newark-memorial-tt2-2020/results,https://ca.milesplit.com/results/?year=2020&month=9&season=outdoor&level=hs&page=1,2020,9,outdoor,hs,1
9/3,Inland Lakes 2 Mile,"Indian River, CA",,,https://ca.milesplit.com/meets/394047-inland-lakes-2-mile-2020/results,https://ca.milesplit.com/results/?year=2020&month=9&season=outdoor&level=hs&page=1,2020,9,outdoor,hs,1
9/2,"Bishop Amat, St. Mary's and Cathedral","Los Angeles, CA",,,https://ca.milesplit.com/meets/393961-bishop-amat-st-marys-and-cathedral-2020/results,https://ca.milesplit.com/results/?year=2020&month=9&season=outdoor&level=hs&page=1,2020,9,outdoor,hs,1
10/28,Granada Time Trials,"Livermore, CA",,,https://ca.milesplit.com/meets/401931-granada-time-trials-2020/results,https://ca.milesplit.com/results/?year=2020&month=10&season=outdoor&level=hs&page=1,2020,10,outdoor,hs,1
10/25,Golden State Throwers  Halloween Throws Meet,"Herald, CA",,,https://ca.milesplit.com/meets/407534-golden-state-throwers-2020-halloween-throws-meet-2020/results,https://ca.milesplit.com/results/?year=2020&month=10&season=outdoor&level=hs&page=1,2020,10,outdoor,hs,1
