date,name,location,photos,videos,href_url,paginated_url,year,month,season,level,page
9/30,South Bay Cup Invitational,"Torrance, CA",,,https://ca.milesplit.com/meets/59488-south-bay-cup-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/26,Blue Lagoon Invitational,"Riverside, CA",,,https://ca.milesplit.com/meets/58582-blue-lagoon-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/26,Bob Firman Invitational,"Eagle, ID",,,https://id.milesplit.com/meets/57042-bob-firman-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/26,Dana Hills Invitational,"Dana Point, CA",,,https://ca.milesplit.com/meets/58586-dana-hills-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/26,Nike Pre Nationals,"Portland, OR",,,https://or.milesplit.com/meets/54511-nike-pre-nationals-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/26,Saratoga Invitational,"Saratoga, CA",,,https://ca.milesplit.com/meets/59564-saratoga-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/26,Showdown at Sundown Invitational,"Riverside, CA",,,https://ca.milesplit.com/meets/58574-showdown-at-sundown-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/26,Stanford Invitational,"Palo Alto, CA",,,https://ca.milesplit.com/meets/55595-stanford-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/25,Golden Eagle/Clovis West Invitational,"Fresno, CA",,,https://ca.milesplit.com/meets/58578-golden-eagleclovis-west-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
"9/25
9/26",New Balance Ocean State Invitational,"Warwick, RI",,,https://ri.milesplit.com/meets/54559-new-balance-ocean-state-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/25,South Bay Invitational,"Bonita, CA",,,https://ca.milesplit.com/meets/58580-south-bay-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
"9/25
9/26",U.S. Army X-Country at Maymont,"Richmond, VA",,,https://va.milesplit.com/meets/53873-us-army-x-country-at-maymont-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,,,,,,,,,,
,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,,,,,,,,,,
9/25,Yuba Sutter Invitational,"Marysville, CA",,,https://ca.milesplit.com/meets/58581-yuba-sutter-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/24,Big 8 Cluster Meet #1,"Riverside, CA",,,https://ca.milesplit.com/meets/59479-big-8-cluster-meet-1-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/24,MTAL League Meet #1,"Salinas, CA",,,https://ca.milesplit.com/meets/59434-mtal-league-meet-1-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/24,Pacific View League Meet,"Riverside, CA",,,https://ca.milesplit.com/meets/59486-pacific-view-league-meet-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/24,Pioneer League Meet #1,"Torrance, CA",,,https://ca.milesplit.com/meets/60554-pioneer-league-meet-1-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/22,Golden League CC Meet,"Riverside, CA",,,https://ca.milesplit.com/meets/59439-golden-league-cc-meet-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/21,Monterey Bay League Meet,"Riverside, CA",,,https://ca.milesplit.com/meets/59435-monterey-bay-league-meet-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/19,Chieftain Invitational,"Salinas, CA",,,https://ca.milesplit.com/meets/58303-chieftain-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/19,De La Salle/Carondelet Nike Invitational,"Concord, CA",,,https://ca.milesplit.com/meets/58304-de-la-sallecarondelet-nike-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/19,Iolani Invitational,"Kaaawa, HI",,,https://hi.milesplit.com/meets/58862-iolani-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
9/19,Mt. Carmel/Movin Shoes  Invitational,"San Diego, CA",,,https://ca.milesplit.com/meets/53781-mt-carmelmovin-shoes-xc-invitational-2009/results,https://ca.milesplit.com/results/?year=2009&month=9&season=outdoor&level=hs&page=1,2009,9,outdoor,hs,1
