date,name,location,photos,videos,href_url,paginated_url,year,month,season,level,page
8/30,Moorpark Invitational,"Moorpark, CA",,,https://ca.milesplit.com/meets/42018-moorpark-invitational-2008/results,https://ca.milesplit.com/results/?year=2008&month=8&season=outdoor&level=hs&page=1,2008,8,outdoor,hs,1
8/30,Willow Hills Reservoir Relays,"Folsom, CA",,,https://ca.milesplit.com/meets/39760-willow-hills-reservoir-relays-2008/results,https://ca.milesplit.com/results/?year=2008&month=8&season=outdoor&level=hs&page=1,2008,8,outdoor,hs,1
8/29,Nevada Twilight Classic,"Reno, NV",,,https://nv.milesplit.com/meets/40011-nevada-twilight-classic-2008/results,https://ca.milesplit.com/results/?year=2008&month=8&season=outdoor&level=hs&page=1,2008,8,outdoor,hs,1
8/24,Jason E. Walton Memorial Run,"Hillsborough, NJ",,,https://nj.milesplit.com/meets/40210-jason-e-walton-memorial-run-2008/results,https://ca.milesplit.com/results/?year=2008&month=8&season=outdoor&level=hs&page=1,2008,8,outdoor,hs,1
9/27,Bell-Jeff Invitational,"Los Angeles, CA",,,https://ca.milesplit.com/meets/40664-bell-jeff-invitational-2008/results,https://ca.milesplit.com/results/?year=2008&month=9&season=outdoor&level=hs&page=1,2008,9,outdoor,hs,1
9/27,Blue Lagoon Invitational,"Riverside, CA",,,https://ca.milesplit.com/meets/40684-blue-lagoon-invitational-2008/results,https://ca.milesplit.com/results/?year=2008&month=9&season=outdoor&level=hs&page=1,2008,9,outdoor,hs,1
9/27,Brentwood Invitational,"Los Angeles, CA",,,https://ca.milesplit.com/meets/40662-brentwood-invitational-2008/results,https://ca.milesplit.com/results/?year=2008&month=9&season=outdoor&level=hs&page=1,2008,9,outdoor,hs,1
9/27,Bulldog Run  Invitational,"Hemet, CA",,,https://ca.milesplit.com/meets/40661-bulldog-run-cross-country-invitational-2008/results,https://ca.milesplit.com/results/?year=2008&month=9&season=outdoor&level=hs&page=1,2008,9,outdoor,hs,1
9/27,Dana Hills Invitational,"Riverside, CA",,,https://ca.milesplit.com/meets/40660-dana-hills-invitational-2008/results,https://ca.milesplit.com/results/?year=2008&month=9&season=outdoor&level=hs&page=1,2008,9,outdoor,hs,1
9/27,Gordon Weinenberger Invitational,"Los Angeles, CA",,,https://ca.milesplit.com/meets/40653-gordon-weinenberger-invitational-2008/results,https://ca.milesplit.com/results/?year=2008&month=9&season=outdoor&level=hs&page=1,2008,9,outdoor,hs,1
9/27,High Desert Classic,"Riverside, CA",,,https://ca.milesplit.com/meets/40659-high-desert-classic-2008/results,https://ca.milesplit.com/results/?year=2008&month=9&season=outdoor&level=hs&page=1,2008,9,outdoor,hs,1
9/27,Mark Weston Invitational,"Lake Havasu City, AZ",,,https://az.milesplit.com/meets/42185-mark-weston-invitational-2008/results,https://ca.milesplit.com/results/?year=2008&month=9&season=outdoor&level=hs&page=1,2008,9,outdoor,hs,1
